epoch,step,loss,retrieval,reliability,lr,alpha_mean,alpha_std,target_mean,target_std,best_alpha_mean,teacher_confidence,teacher_best_loss,seconds
1,200,0.13022321462631226,0.11394442617893219,0.016278790310025215,9.988150035187154e-05,0.49036574363708496,0.001314434572122991,0.48648592829704285,0.10484302788972855,0.41041669249534607,0.11321811378002167,0.04988212138414383,172.94172620773315
1,220,0.12167265266180038,0.10262314230203629,0.01904951222240925,9.98293934737993e-05,0.4890584945678711,0.0017599699785932899,0.47746896743774414,0.10918926447629929,0.40833336114883423,0.0975712388753891,0.027295295149087906,187.15434384346008
1,240,0.11706922948360443,0.08592633903026581,0.031142890453338623,9.976783858303649e-05,0.488081693649292,0.002184055745601654,0.48561805486679077,0.11567340791225433,0.4229166507720947,0.08929181098937988,0.03364662081003189,201.88810849189758
1,260,0.03698618337512016,0.022385302931070328,0.01460087951272726,9.969684865257568e-05,0.4879174828529358,0.0024200500920414925,0.48276036977767944,0.09585954248905182,0.3984375,0.07867375016212463,0.00705944886431098,220.814786195755
1,280,0.052358679473400116,0.035787004977464676,0.01657167263329029,9.961643864388999e-05,0.4876881539821625,0.0025742894504219294,0.47264203429222107,0.09872059524059296,0.3817708492279053,0.08899319171905518,0.021305223926901817,237.91208863258362
1,300,0.07737907767295837,0.05703934654593468,0.020339734852313995,9.952662550377976e-05,0.48707860708236694,0.0031513303983956575,0.48254498839378357,0.09988939017057419,0.38593751192092896,0.08062268793582916,0.018599726259708405,254.1655580997467
1,320,0.030268121510744095,0.013660929165780544,0.016607191413640976,9.942742816080108e-05,0.4884554147720337,0.002905765315517783,0.4783966541290283,0.09478535503149033,0.39791667461395264,0.06948137283325195,0.009779321029782295,271.3939862251282
1,340,0.04291717708110809,0.029804563149809837,0.013112612068653107,9.93188675212764e-05,0.48861759901046753,0.0038266994524747133,0.4819459617137909,0.09506075829267502,0.3890624940395355,0.08450813591480255,0.01855640672147274,287.1186225414276
1,360,0.06329715251922607,0.04545597732067108,0.017841175198554993,9.920096646488845e-05,0.48699459433555603,0.004160124342888594,0.4773845374584198,0.1029839739203453,0.3812499940395355,0.07666020840406418,0.03312872350215912,303.5184214115143
1,380,0.1582755744457245,0.13625070452690125,0.022024862468242645,9.907374983985823e-05,0.48583173751831055,0.004653142765164375,0.4718174934387207,0.10238102823495865,0.3645833432674408,0.08766796439886093,0.1037716418504715,318.9347891807556
1,400,0.038689024746418,0.027372824028134346,0.011316201649606228,9.893724445770818e-05,0.4862932562828064,0.005722058471292257,0.47846633195877075,0.09010989218950272,0.38854166865348816,0.08307870477437973,0.011783244088292122,334.9271733760834
1,420,0.05110611021518707,0.03178948909044266,0.019316621124744415,9.879147908761142e-05,0.48789843916893005,0.005458427593111992,0.46439123153686523,0.09996405988931656,0.38750001788139343,0.07529784739017487,0.007957367226481438,350.7864673137665
1,440,0.028620295226573944,0.015422804281115532,0.013197490014135838,9.863648445032862e-05,0.48746955394744873,0.0064868866465985775,0.4672194719314575,0.09011854976415634,0.36406251788139343,0.07301044464111328,0.00470656668767333,366.13205099105835
1,460,0.08411912620067596,0.06613533198833466,0.01798379234969616,9.847229321173332e-05,0.48387405276298523,0.0065597123466432095,0.487921804189682,0.09418879449367523,0.40625,0.08191382884979248,0.0382600873708725,382.37912583351135
1,480,0.04901851341128349,0.02615734376013279,0.022861169651150703,9.829893997592758e-05,0.4843474328517914,0.00777310598641634,0.4855623245239258,0.10743851214647293,0.3895833492279053,0.07778199017047882,0.011196574196219444,396.5566563606262
1,500,0.05432683601975441,0.04019756615161896,0.014129270799458027,9.811646127794891e-05,0.48890936374664307,0.007590992376208305,0.4821305274963379,0.09183932095766068,0.3968749940395355,0.07477785646915436,0.006626570131629705,410.9648690223694
1,520,0.022919509559869766,0.010339876636862755,0.012579631991684437,9.792489557607034e-05,0.48897573351860046,0.00771787203848362,0.4767431914806366,0.09350939840078354,0.3880208432674408,0.07631085813045502,0.006110446061939001,428.2306501865387
1,540,0.03897037357091904,0.025177422910928726,0.01379295252263546,9.772428324369516e-05,0.487457811832428,0.008149806410074234,0.4827593266963959,0.10075882822275162,0.39010417461395264,0.08478476852178574,0.014992285519838333,442.55376958847046
1,560,0.06086898595094681,0.03707459941506386,0.02379438653588295,9.751466656084806e-05,0.4870103597640991,0.008890291675925255,0.47710686922073364,0.11271604150533676,0.37656253576278687,0.08253391087055206,0.01843908056616783,458.45732045173645
1,580,0.04956191033124924,0.03268400952219963,0.016877898946404457,9.729608970526435e-05,0.4870065152645111,0.008480794727802277,0.4815346598625183,0.10301613807678223,0.3880208432674408,0.08616231381893158,0.012381551787257195,475.9280138015747
1,600,0.02318897843360901,0.01046103984117508,0.012727937661111355,9.706859874307935e-05,0.4857967793941498,0.008858823217451572,0.47793006896972656,0.09188423305749893,0.3817708492279053,0.07235325872898102,0.005370710976421833,490.3565163612366
1,620,0.14647176861763,0.12162278592586517,0.024848975241184235,9.683224161911967e-05,0.4851232171058655,0.00858370028436184,0.48775967955589294,0.10398263484239578,0.3958333432674408,0.08074057102203369,0.06179036200046539,504.53495931625366
1,640,0.03874034062027931,0.0243343748152256,0.014405965805053711,9.658706814679867e-05,0.48212045431137085,0.010873844847083092,0.46785658597946167,0.09802526235580444,0.3567708432674408,0.08264943957328796,0.01244685985147953,520.5559101104736
1,660,0.06484431028366089,0.04387786239385605,0.02096644602715969,9.633312999761794e-05,0.4806702733039856,0.010332977399230003,0.470185250043869,0.11135444045066833,0.3708333671092987,0.09906010329723358,0.012326369993388653,535.4472460746765
1,680,0.0977943018078804,0.08082465827465057,0.016969645395874977,9.60704806902774e-05,0.48145562410354614,0.011224186979234219,0.4731355905532837,0.1012168899178505,0.39114582538604736,0.08959191292524338,0.03185252100229263,551.6302189826965
1,700,0.05968809872865677,0.045023880898952484,0.01466421689838171,9.579917557939591e-05,0.48242896795272827,0.011369120329618454,0.47714096307754517,0.09773948788642883,0.3697916865348816,0.08233357220888138,0.017884772270917892,569.0389468669891
1,720,0.04153648018836975,0.027429478242993355,0.014107001014053822,9.551927184384498e-05,0.48422151803970337,0.012120834551751614,0.48111581802368164,0.09860053658485413,0.40000003576278687,0.07654020190238953,0.002893381752073765,583.9651982784271
1,740,0.06551440805196762,0.043430112302303314,0.022084297612309456,9.523082847469815e-05,0.4865559935569763,0.011758333072066307,0.47828802466392517,0.1075609102845192,0.39791667461395264,0.07731185108423233,0.015327977947890759,600.1060082912445
1,760,0.0311653483659029,0.0194869264960289,0.011678421869874,9.493390626279823e-05,0.48542678356170654,0.013312676921486855,0.4645487666130066,0.08752951771020889,0.3515625,0.07470180094242096,0.0070097558200359344,616.0254724025726
1,780,0.03377022221684456,0.019929368048906326,0.013840855099260807,9.462856778594534e-05,0.48612654209136963,0.011575589887797832,0.4792134463787079,0.0919509157538414,0.3697916865348816,0.07314429432153702,0.008629541844129562,630.4048533439636
1,800,0.05115189775824547,0.030143490061163902,0.021008407697081566,9.431487739570846e-05,0.48485660552978516,0.014739611186087132,0.4795343279838562,0.10446572303771973,0.3734374940395355,0.07541824877262115,0.012830078601837158,645.1491677761078
1,820,0.08296241611242294,0.05474378168582916,0.02821863442659378,9.399290120386285e-05,0.48577141761779785,0.01437462493777275,0.47965770959854126,0.10763776302337646,0.3817708492279053,0.07459177076816559,0.0238878782838583,662.1230812072754
1,840,0.056649938225746155,0.03999321907758713,0.016656719148159027,9.366270706845683e-05,0.4853241443634033,0.014614787884056568,0.48840829730033875,0.10476724803447723,0.38333332538604736,0.09200611710548401,0.01998007670044899,676.9454998970032
1,860,0.06630921363830566,0.04905840754508972,0.01725080981850624,9.33243645795102e-05,0.48437631130218506,0.013200091198086739,0.49255573749542236,0.0974595919251442,0.39270836114883423,0.07146032154560089,0.023469610139727592,692.683188199997
1,880,0.060879897326231,0.04342963546514511,0.01745026186108589,9.297794504434798e-05,0.4871917963027954,0.013001774437725544,0.46805521845817566,0.09985975176095963,0.3864583373069763,0.08537960052490234,0.018112339079380035,710.2955822944641
1,900,0.048395201563835144,0.030076168477535248,0.018319033086299896,9.26235214725719e-05,0.48670047521591187,0.01391647383570671,0.4825366139411926,0.10531087219715118,0.40677088499069214,0.08572985976934433,0.010823036544024944,723.9762892723083
1,920,0.09486327320337296,0.07366698980331421,0.021196285262703896,9.226116856067336e-05,0.48854586482048035,0.012468895874917507,0.4883762001991272,0.10401999205350876,0.3942708373069763,0.08836507052183151,0.058298997581005096,738.3801584243774
1,940,0.0579499676823616,0.03921356052160263,0.01873640902340412,9.189096267629076e-05,0.4899439215660095,0.013711056672036648,0.4942323565483093,0.10166595876216888,0.4192708432674408,0.07404714822769165,0.013558035716414452,754.6681995391846
1,960,0.04176631569862366,0.025541773065924644,0.016224540770053864,9.151298184211466e-05,0.48999178409576416,0.012516578659415245,0.47531744837760925,0.10615740716457367,0.406770795583725,0.09238620847463608,0.015739670023322105,770.4478361606598
1,980,0.08205245435237885,0.05683368071913719,0.025218771770596504,9.112730571944405e-05,0.49159500002861023,0.013201513327658176,0.4712596535682678,0.1147046834230423,0.3958333432674408,0.0960458517074585,0.01926835998892784,784.383017539978
1,1000,0.06056852638721466,0.04234122857451439,0.01822729781270027,9.07340155913974e-05,0.4889254570007324,0.012566652148962021,0.48447078466415405,0.10166040062904358,0.3812499940395355,0.07706304639577866,0.027086731046438217,800.3830852508545
1,1020,0.05934334546327591,0.047829028218984604,0.011514315381646156,9.033319434578186e-05,0.4879329204559326,0.013590504415333271,0.4913804531097412,0.092096708714962,0.3973958194255829,0.08148336410522461,0.042649295181035995,814.1666736602783
1,1040,0.050047632306814194,0.037041690200567245,0.013005943037569523,8.992492645762426e-05,0.48570260405540466,0.015069577842950821,0.4790985584259033,0.09597791731357574,0.39218753576278687,0.08937786519527435,0.009494766592979431,828.3885123729706
1,1060,0.0720139816403389,0.05288997292518616,0.01912401057779789,8.950929797136751e-05,0.48733529448509216,0.014447947964072227,0.48163121938705444,0.10783502459526062,0.4020833373069763,0.09828178584575653,0.019562561064958572,843.8007731437683
1,1080,0.05654999613761902,0.03560914099216461,0.020940857008099556,8.90863964827364e-05,0.48459261655807495,0.013133151456713676,0.4955553710460663,0.10109393298625946,0.39010417461395264,0.0790262222290039,0.01609800010919571,858.2152817249298
1,1100,0.05988322198390961,0.04355168342590332,0.016331538558006287,8.865631112027632e-05,0.4843519926071167,0.013057027943432331,0.4758824110031128,0.1009581983089447,0.3932291865348816,0.08454494923353195,0.018247971311211586,873.9132857322693
1,1120,0.08224548399448395,0.06638513505458832,0.01586034521460533,8.821913252656903e-05,0.4856870174407959,0.014851435087621212,0.4885594844818115,0.0920824483036995,0.40000003576278687,0.07567006349563599,0.016173169016838074,891.4178338050842
1,1140,0.048127830028533936,0.03026224672794342,0.017865585163235664,8.777495283912924e-05,0.4865955710411072,0.014723763801157475,0.4722406268119812,0.09846115112304688,0.38854169845581055,0.07313381135463715,0.017625343054533005,905.940750837326
1,1160,0.04286874085664749,0.030283123254776,0.012585616670548916,8.732386567098623e-05,0.4872172772884369,0.014490213245153427,0.468595951795578,0.08941416442394257,0.36875003576278687,0.0704381987452507,0.005545114632695913,921.4055178165436
1,1180,0.08115485310554504,0.05997020751237869,0.021184643730521202,8.686596609095447e-05,0.48953479528427124,0.014809319749474525,0.4956115484237671,0.10777244716882706,0.42500004172325134,0.08950658142566681,0.021554013714194298,936.8411862850189
1,1200,0.04210839048027992,0.024626707658171654,0.01748168282210827,8.640135060359726e-05,0.4880601763725281,0.014159228652715683,0.46037477254867554,0.09873312711715698,0.3682291507720947,0.07194845378398895,0.0014989525079727173,950.9063148498535
1,1220,0.04576847702264786,0.02695801481604576,0.018810460343956947,8.593011712888814e-05,0.4883421063423157,0.014423346146941185,0.4852231442928314,0.10017278790473938,0.3973958492279053,0.07211223989725113,0.02289270982146263,966.1080806255341
1,1240,0.045349739491939545,0.023224253207445145,0.0221254862844944,8.545236498157363e-05,0.4861770570278168,0.015380313619971275,0.47682350873947144,0.10824049264192581,0.3890624940395355,0.0805913433432579,0.010448247194290161,982.038054227829
1,1260,0.10591411590576172,0.07499249279499054,0.03092162497341633,8.496819485024215e-05,0.48730990290641785,0.013926087878644466,0.4907790422439575,0.12179536372423172,0.4036458432674408,0.09019442647695541,0.016486484557390213,997.2717998027802
1,1280,0.025011476129293442,0.011639200150966644,0.013372275978326797,8.447770877610356e-05,0.48497217893600464,0.01410707924515009,0.47699496150016785,0.09539101272821426,0.37552082538604736,0.06758631765842438,0.0022979783825576305,1013.2391996383667
1,1300,0.04290930926799774,0.02921544387936592,0.013693864457309246,8.398101013148333e-05,0.48797959089279175,0.01541418582201004,0.4879468083381653,0.09666875749826431,0.40416669845581055,0.07942643761634827,0.018065622076392174,1030.341799736023
1,1320,0.08357018977403641,0.062459029257297516,0.02111116051673889,8.347820359803635e-05,0.4863937795162201,0.01672382466495037,0.4799814224243164,0.10736837238073349,0.40781253576278687,0.08727570623159409,0.03818722814321518,1045.22265791893
1,1340,0.03243785351514816,0.01829352416098118,0.014144331216812134,8.296939514468483e-05,0.4861389100551605,0.015797395259141922,0.4862537980079651,0.09323793649673462,0.39218753576278687,0.07300388813018799,0.008663270622491837,1061.0308549404144
1,1360,0.027772381901741028,0.013532760553061962,0.01423962228000164,8.245469200528477e-05,0.48580050468444824,0.0159455519169569,0.4862629175186157,0.0999109148979187,0.40052080154418945,0.06944240629673004,0.002087406348437071,1076.229903459549
1,1380,0.057206425815820694,0.03636749088764191,0.020838934928178787,8.193420265602592e-05,0.48971813917160034,0.015294224955141544,0.4866163432598114,0.11268562823534012,0.4098958373069763,0.08406931161880493,0.017812535166740417,1090.5494892597198
1,1400,0.03435308486223221,0.022390341386198997,0.011962744407355785,8.14080367925699e-05,0.49108970165252686,0.015349753201007843,0.4725942611694336,0.09221285581588745,0.38333332538604736,0.07640757411718369,0.0075478339567780495,1105.4529402256012
1,1420,0.06273439526557922,0.0389290414750576,0.02380535565316677,8.08763053069313e-05,0.4877551198005676,0.016262713819742203,0.47408145666122437,0.10530886799097061,0.4052083492279053,0.0813022181391716,0.021339409053325653,1120.4176197052002
1,1440,0.030867714434862137,0.014525328762829304,0.016342386603355408,8.033912026410666e-05,0.4857669770717621,0.014927229844033718,0.4827948212623596,0.10371566563844681,0.39635419845581055,0.07585471868515015,0.003371642902493477,1134.2094097137451
1,1460,0.07561343908309937,0.052775509655475616,0.022837931290268898,7.979659487845621e-05,0.48333820700645447,0.015249073505401611,0.4812154769897461,0.10845320671796799,0.3723958432674408,0.07840016484260559,0.014435727149248123,1148.6409888267517
2,1480,0.0434652641415596,0.029253914952278137,0.014211350120604038,7.92488434898434e-05,0.4846406579017639,0.015756869688630104,0.486177533864975,0.09468104690313339,0.3697916865348816,0.08979075402021408,0.014755604788661003,1170.1522188186646
2,1500,0.07925605773925781,0.057142212986946106,0.022113844752311707,7.869598153953722e-05,0.4856899678707123,0.014779163524508476,0.4936245381832123,0.10930605232715607,0.40937504172325134,0.08171449601650238,0.032707590609788895,1185.983304977417
2,1520,0.05027146637439728,0.03113594651222229,0.01913551799952984,7.813812554588244e-05,0.49039900302886963,0.01451056357473135,0.4716784358024597,0.10005581378936768,0.38697919249534607,0.07565329968929291,0.013567909598350525,1203.3590075969696
2,1540,0.04469022527337074,0.02402384951710701,0.020666375756263733,7.757539307974264e-05,0.49138209223747253,0.014401623979210854,0.4740619659423828,0.10611957311630249,0.37447917461395264,0.08343683183193207,0.016082599759101868,1217.9872591495514
2,1560,0.055911414325237274,0.03673268482089043,0.0191787276417017,7.70079027397218e-05,0.4891674518585205,0.01521083153784275,0.47165244817733765,0.10649839043617249,0.3760416507720947,0.09748202562332153,0.010989472270011902,1233.616304397583
2,1580,0.033295925706624985,0.01901562511920929,0.01428030151873827,7.643577412716893e-05,0.48798367381095886,0.016821950674057007,0.4735344350337982,0.10041569918394089,0.3812499940395355,0.0797504410147667,0.008786453865468502,1250.5329630374908
2,1600,0.09585176408290863,0.0769716203212738,0.018880140036344528,7.585912782097149e-05,0.48659688234329224,0.01570357382297516,0.48138874769210815,0.10691079497337341,0.40572917461395264,0.09010253846645355,0.04806055873632431,1264.5290920734406
2,1620,0.08514006435871124,0.06352972239255905,0.02161034382879734,7.527808535214291e-05,0.4870619773864746,0.015284489840269089,0.4796236455440521,0.11598890274763107,0.40156254172325134,0.10543280094861984,0.03441932424902916,1278.929782629013
2,1640,0.04560079798102379,0.027734268456697464,0.017866529524326324,7.469276917820923e-05,0.4860457181930542,0.01586688682436943,0.48208940029144287,0.0991569235920906,0.40052086114883423,0.07213310897350311,0.005433402024209499,1295.4397008419037
2,1660,0.05503098666667938,0.03606423735618591,0.01896674931049347,7.410330265740063e-05,0.48553943634033203,0.016079673543572426,0.48576638102531433,0.10815563052892685,0.3994792103767395,0.08318386971950531,0.01015770249068737,1310.784512758255
2,1680,0.05970102548599243,0.041869983077049255,0.017831044271588326,7.35098100226531e-05,0.4870646893978119,0.015236030332744122,0.4810267388820648,0.09855122864246368,0.37708336114883423,0.0711858794093132,0.01622287929058075,1325.9723751544952
2,1700,0.035733871161937714,0.0193684920668602,0.016365379095077515,7.291241635542569e-05,0.48566755652427673,0.015441692434251308,0.4772627055644989,0.10456139594316483,0.3890625238418579,0.0779801607131958,0.009451169520616531,1341.788452386856
2,1720,0.07469810545444489,0.05076892673969269,0.023929182440042496,7.231124755933904e-05,0.48765653371810913,0.01665743626654148,0.5042811632156372,0.1172596737742424,0.39895832538604736,0.10654768347740173,0.026101484894752502,1356.3124780654907
2,1740,0.03811664879322052,0.024744709953665733,0.013371938839554787,7.170643033364057e-05,0.4865977168083191,0.015828151255846024,0.485187292098999,0.09592634439468384,0.3942708671092987,0.07245616614818573,0.005031052511185408,1370.455866098404
2,1760,0.03891810029745102,0.022124405950307846,0.016793694347143173,7.109809214650197e-05,0.48619136214256287,0.014815090224146843,0.49299904704093933,0.10087281465530396,0.39791664481163025,0.0689505934715271,0.005715934094041586,1386.5584518909454
2,1780,0.05453040078282356,0.043636541813611984,0.010893859900534153,7.048636120815463e-05,0.48788076639175415,0.015482651069760323,0.4861927926540375,0.09069258719682693,0.4114583432674408,0.0906478762626648,0.014994554221630096,1401.6434605121613
2,1800,0.06776468455791473,0.04691580682992935,0.020848875865340233,6.987136644386884e-05,0.4868646562099457,0.015844155102968216,0.47585996985435486,0.10312056541442871,0.37656253576278687,0.07697084546089172,0.006735376548022032,1416.3370172977448
2,1820,0.04420739412307739,0.0283721461892128,0.015835249796509743,6.925323746678202e-05,0.4838731288909912,0.015563725493848324,0.4782993793487549,0.09964729845523834,0.3958333432674408,0.07615655660629272,0.02315666899085045,1433.6592071056366
2,1840,0.0647033080458641,0.05092565715312958,0.013777649961411953,6.86321045505822e-05,0.48696470260620117,0.01588430441915989,0.489335298538208,0.09417489916086197,0.41093748807907104,0.0724729597568512,0.025239376351237297,1449.137768983841
2,1860,0.09560022503137589,0.07357493042945862,0.022025292739272118,6.800809860205219e-05,0.48741936683654785,0.014526360668241978,0.48671865463256836,0.10918206721544266,0.41197916865348816,0.08852767944335938,0.05843556672334671,1464.3007192611694
2,1880,0.03699003905057907,0.017633959650993347,0.019356079399585724,6.738135113348032e-05,0.48835980892181396,0.017292430624365807,0.4795564115047455,0.10942959040403366,0.37916669249534607,0.07892512530088425,0.004462466109544039,1480.8528759479523
2,1900,0.05699877813458443,0.03983691334724426,0.017161864787340164,6.675199423494364e-05,0.48795923590660095,0.015146596357226372,0.4659395217895508,0.10304473340511322,0.35312503576278687,0.07921986281871796,0.007079564966261387,1495.5525085926056
2,1920,0.07490196824073792,0.05591670423746109,0.018985262140631676,6.61201605464692e-05,0.48726963996887207,0.016435211524367332,0.48480749130249023,0.10084085166454315,0.3838541507720947,0.08845220506191254,0.01676155813038349,1510.3637194633484
2,1940,0.06384531408548355,0.04786444455385208,0.01598086766898632,6.54859832300796e-05,0.4865480363368988,0.016899971291422844,0.4763917326927185,0.10507462173700333,0.37135419249534607,0.09712865203619003,0.018083641305565834,1526.1926898956299
2,1960,0.0174652598798275,0.006140966899693012,0.011324292048811913,6.484959594172846e-05,0.48640283942222595,0.0172469150274992,0.48251304030418396,0.09128103405237198,0.4151042103767395,0.06716029345989227,0.002895606681704521,1540.7107994556427
2,1980,0.05527810752391815,0.03827536478638649,0.01700274460017681,6.421113280313168e-05,0.4881015419960022,0.014902105554938316,0.4963374733924866,0.09752792119979858,0.40677082538604736,0.07874444872140884,0.010030037723481655,1555.212607383728
2,2000,0.08615358173847198,0.06491143256425858,0.02124215103685856,6.35707283735007e-05,0.4865410327911377,0.01472566556185484,0.47669142484664917,0.10537473112344742,0.3973958492279053,0.09432016313076019,0.036445364356040955,1571.9257409572601
2,2020,0.015584277920424938,0.0047707706689834595,0.010813507251441479,6.292851762118354e-05,0.48559805750846863,0.017166581004858017,0.46858131885528564,0.08758419007062912,0.37291669845581055,0.06334631145000458,0.0008330304990522563,1586.167337179184
2,2040,0.08188945800065994,0.05998827517032623,0.02190118469297886,6.228463589521944e-05,0.48475250601768494,0.017833519726991653,0.48196932673454285,0.10467305779457092,0.39479169249534607,0.09378713369369507,0.026898887008428574,1600.3404479026794
2,2060,0.04320883750915527,0.026640741154551506,0.016568094491958618,6.163921889681353e-05,0.4869964122772217,0.01709485985338688,0.47165125608444214,0.09400565922260284,0.3619791865348816,0.07672744989395142,0.014204364269971848,1616.1962583065033
2,2080,0.04741683602333069,0.02979116514325142,0.01762567088007927,6.0992402650737013e-05,0.48977360129356384,0.01644074358046055,0.49399322271347046,0.10227332264184952,0.4114583432674408,0.06503194570541382,0.0035260010045021772,1631.953357219696
2,2100,0.02996825985610485,0.017288662493228912,0.012679597362875938,6.034432347665937e-05,0.48639625310897827,0.01716492883861065,0.4733296036720276,0.09497959166765213,0.37968751788139343,0.07963666319847107,0.004968177992850542,1646.7284183502197
2,2120,0.04582344740629196,0.029339108616113663,0.016484340652823448,5.969511796041831e-05,0.48422369360923767,0.016946548596024513,0.4795379042625427,0.09940601885318756,0.3895833492279053,0.07705587148666382,0.014796755276620388,1663.1800990104675
2,2140,0.07804866135120392,0.05929636210203171,0.01875229924917221,5.904492292523361e-05,0.48449230194091797,0.016788417473435402,0.479586124420166,0.10504575818777084,0.3942708373069763,0.08652089536190033,0.02518642507493496,1677.7967636585236
2,2160,0.052681244909763336,0.03516090661287308,0.017520340159535408,5.8393875402871037e-05,0.48351821303367615,0.017119180411100388,0.4835304617881775,0.10424754023551941,0.38072919845581055,0.08295441418886185,0.015965020284056664,1692.607902765274
2,2180,0.06798475980758667,0.048810478299856186,0.019174279645085335,5.7742112604762046e-05,0.4820844531059265,0.015521041117608547,0.47953590750694275,0.1055237278342247,0.3786458373069763,0.08349275588989258,0.016514617949724197,1709.2255306243896
2,2200,0.027590090408921242,0.01534357015043497,0.012246520258486271,5.7089771893086085e-05,0.4825352430343628,0.015206717886030674,0.46205830574035645,0.09251345694065094,0.34583336114883423,0.07209280878305435,0.008318167179822922,1724.109025478363
2,2220,0.03525353595614433,0.020486993715167046,0.014766542240977287,5.6436990751820584e-05,0.48440080881118774,0.01673293113708496,0.49237799644470215,0.09965205937623978,0.4130208492279053,0.07619360089302063,0.0024589495733380318,1738.7641339302063
2,2240,0.036984797567129135,0.023911934345960617,0.013072862289845943,5.578390675776571e-05,0.47998046875,0.016765128821134567,0.46787235140800476,0.09255001693964005,0.37968748807907104,0.07062825560569763,0.014042208902537823,1755.2615187168121
2,2260,0.04141204059123993,0.02719905786216259,0.014212984591722488,5.513065755154931e-05,0.48006266355514526,0.01691632904112339,0.48535269498825073,0.09376665949821472,0.3958333432674408,0.07303126901388168,0.010706539265811443,1769.6243147850037
2,2280,0.07247961312532425,0.052342548966407776,0.020137062296271324,5.447738080861852e-05,0.4843519926071167,0.015920795500278473,0.49120473861694336,0.10901757329702377,0.40416669845581055,0.07712624967098236,0.020343035459518433,1784.3678567409515
2,2300,0.04770638793706894,0.03129972517490387,0.01640666462481022,5.3824214210223925e-05,0.48193442821502686,0.019951889291405678,0.48162445425987244,0.10176354646682739,0.39375004172325134,0.08574336022138596,0.020225603133440018,1800.4128625392914
2,2320,0.0314357690513134,0.016639141365885735,0.014796626754105091,5.317129541440263e-05,0.4872094988822937,0.014934445731341839,0.4852944016456604,0.09583646059036255,0.3984375,0.06940081715583801,0.005943413358181715,1815.006599187851
2,2340,0.060065269470214844,0.047245196998119354,0.01282007247209549,5.251876202696621e-05,0.48570871353149414,0.01686292700469494,0.48424673080444336,0.08412543684244156,0.37812501192092896,0.07379468530416489,0.02589569054543972,1829.4795076847076
2,2360,0.03498591482639313,0.02187391184270382,0.013112001121044159,5.186675157249945e-05,0.4880044460296631,0.016009869053959846,0.48445793986320496,0.09272640198469162,0.39218753576278687,0.07619096338748932,0.011102812364697456,1846.265831708908
2,2380,0.07800114154815674,0.06458520889282227,0.013415928930044174,5.1215401465376503e-05,0.48750901222229004,0.01750226318836212,0.4813389778137207,0.09518826752901077,0.3932291865348816,0.08201988786458969,0.04742053896188736,1861.8622725009918
2,2400,0.09538982808589935,0.07625052332878113,0.019139308482408524,5.056484898080013e-05,0.48977208137512207,0.01550121046602726,0.49733829498291016,0.09859079122543335,0.4072916507720947,0.09264400601387024,0.04307107254862785,1877.0920898914337
2,2420,0.05784757435321808,0.04020903259515762,0.017638539895415306,4.991523122587023e-05,0.4876208007335663,0.016745541244745255,0.47400498390197754,0.10006186366081238,0.3854166865348816,0.07440795749425888,0.012692390009760857,1892.708654165268
