epoch,step,loss,embedding,classification,decoder,consistency,sketch_keep_ratio,sketch_view2_keep_ratio,lr,gate_lr,alpha_mean,alpha_std,alpha_p10,alpha_p50,alpha_p90,seconds
1,200,122.92970275878906,0.8176130056381226,3.1573333740234375,9.580838203430176,0.014227648265659809,0.7989006638526917,0.7988874912261963,2.0000000000000003e-06,2.0000000000000003e-06,0.5,0.0,0.5,0.5,0.5,221.52302145957947
1,220,122.839111328125,0.8275096416473389,3.061591625213623,9.458807945251465,0.01342004258185625,0.8095748424530029,0.8095681071281433,2.2e-06,2.2e-06,0.5,0.0,0.5,0.5,0.5,243.14974308013916
1,240,139.3892822265625,0.9828951358795166,3.193030834197998,9.156952857971191,0.012516643851995468,0.8116655349731445,0.8116605281829834,2.4000000000000003e-06,2.4000000000000003e-06,0.5,0.0,0.5,0.5,0.5,263.64608097076416
1,260,130.03878784179688,0.9044642448425293,3.039358139038086,9.18640422821045,0.012367991730570793,0.8014165163040161,0.8014050722122192,2.6e-06,2.6e-06,0.5,0.0,0.5,0.5,0.5,285.26542496681213
1,280,134.79725646972656,0.9564332962036133,3.0132272243499756,9.009716987609863,0.011945368722081184,0.799622654914856,0.7996237277984619,2.8000000000000003e-06,2.8000000000000003e-06,0.5,0.0,0.5,0.5,0.5,306.1522014141083
1,300,134.41481018066406,0.9467641115188599,3.0773439407348633,8.950629234313965,0.014328734017908573,0.7953631281852722,0.7953680753707886,3e-06,3e-06,0.5,0.0,0.5,0.5,0.5,327.28552746772766
1,320,113.15262603759766,0.7306014895439148,3.133477210998535,8.74579906463623,0.011908173561096191,0.7914363145828247,0.7914426326751709,3.2000000000000003e-06,3.2000000000000003e-06,0.5,0.0,0.5,0.5,0.5,349.1088047027588
1,340,119.5772476196289,0.7900810241699219,3.186943531036377,8.687080383300781,0.012636913917958736,0.8009492754936218,0.800977349281311,3.4000000000000005e-06,3.4000000000000005e-06,0.5,0.0,0.5,0.5,0.5,369.41319131851196
1,360,104.13578033447266,0.6448936462402344,3.105271816253662,8.581954002380371,0.011741857044398785,0.7942018508911133,0.794213056564331,3.6000000000000003e-06,3.6000000000000003e-06,0.5,0.0,0.5,0.5,0.5,390.974303483963
1,380,131.58189392089844,0.9111441373825073,3.184936285018921,8.602900505065918,0.015207165852189064,0.8094560503959656,0.8094493746757507,3.8000000000000005e-06,3.8000000000000005e-06,0.5,0.0,0.5,0.5,0.5,411.47801899909973
1,400,121.73435974121094,0.8320900201797485,2.995089292526245,8.56143856048584,0.01302234549075365,0.8100699186325073,0.8100661635398865,4.000000000000001e-06,4.000000000000001e-06,0.5,0.0,0.5,0.5,0.5,432.6526622772217
1,420,121.66954040527344,0.8287708759307861,3.0245165824890137,8.534671783447266,0.012616964057087898,0.8120940923690796,0.8120534420013428,4.2000000000000004e-06,4.2000000000000004e-06,0.5,0.0,0.5,0.5,0.5,453.49091696739197
1,440,134.8532257080078,0.9639855623245239,3.010390043258667,8.337800025939941,0.012971688061952591,0.8105033040046692,0.8104985952377319,4.4e-06,4.4e-06,0.5,0.0,0.5,0.5,0.5,474.616868019104
1,460,128.17117309570312,0.8906922340393066,3.0835046768188477,8.251522064208984,0.015377821400761604,0.7906919717788696,0.7906801104545593,4.600000000000001e-06,4.600000000000001e-06,0.5,0.0,0.5,0.5,0.5,496.8856008052826
1,480,138.90875244140625,0.9997709393501282,3.055837631225586,8.360075950622559,0.013204281218349934,0.8049023747444153,0.8049166202545166,4.800000000000001e-06,4.800000000000001e-06,0.5,0.0,0.5,0.5,0.5,519.3261046409607
1,500,128.5511016845703,0.9016937017440796,3.016932249069214,8.201554298400879,0.010852336883544922,0.8294327855110168,0.8294286131858826,5e-06,5e-06,0.5,0.0,0.5,0.5,0.5,540.7261204719543
1,520,120.35372924804688,0.8180582523345947,3.0336339473724365,8.198684692382812,0.012882057577371597,0.7894576787948608,0.7894397377967834,5.2e-06,5.2e-06,0.5,0.0,0.5,0.5,0.5,562.1331429481506
1,540,108.3183822631836,0.7107319831848145,2.919227123260498,8.040163040161133,0.012748854234814644,0.8088569641113281,0.8088574409484863,5.400000000000001e-06,5.400000000000001e-06,0.5,0.0,0.5,0.5,0.5,582.9662942886353
1,560,100.61260986328125,0.6264772415161133,2.9738986492156982,8.212906837463379,0.01299222745001316,0.7916436195373535,0.7916364073753357,5.600000000000001e-06,5.600000000000001e-06,0.5,0.0,0.5,0.5,0.5,606.4121301174164
1,580,119.78394317626953,0.8164092302322388,3.0035762786865234,8.093306541442871,0.013957776129245758,0.802736222743988,0.8027141094207764,5.8e-06,5.8e-06,0.5,0.0,0.5,0.5,0.5,627.7426602840424
1,600,100.81822204589844,0.6370954513549805,2.9003591537475586,8.092106819152832,0.01297452487051487,0.8153043985366821,0.8153079748153687,6e-06,6e-06,0.5,0.0,0.5,0.5,0.5,649.623646736145
1,620,105.1520767211914,0.6799687147140503,2.9024181365966797,8.118138313293457,0.01287783682346344,0.7783440351486206,0.7783432006835938,6.200000000000001e-06,6.200000000000001e-06,0.5,0.0,0.5,0.5,0.5,670.7865569591522
1,640,88.480712890625,0.5143262147903442,2.9017505645751953,8.015912055969238,0.014671951532363892,0.8257038593292236,0.825707197189331,6.4000000000000006e-06,6.4000000000000006e-06,0.5,0.0,0.5,0.5,0.5,692.4858078956604
1,660,89.9383544921875,0.5311558246612549,2.895771026611328,7.850714683532715,0.014351018704473972,0.8017648458480835,0.8017681837081909,6.600000000000001e-06,6.600000000000001e-06,0.5,0.0,0.5,0.5,0.5,713.472838640213
1,680,102.03062438964844,0.6480855941772461,2.94915771484375,7.716965675354004,0.01352116372436285,0.8118742108345032,0.8118464350700378,6.800000000000001e-06,6.800000000000001e-06,0.5,0.0,0.5,0.5,0.5,735.115391254425
1,700,91.4214859008789,0.5472671985626221,2.8877246379852295,7.803235054016113,0.014284155331552029,0.7845988869667053,0.7846108078956604,7e-06,7e-06,0.5,0.0,0.5,0.5,0.5,755.6208209991455
1,720,106.88834381103516,0.7056443095207214,2.862426280975342,7.686396598815918,0.013260328210890293,0.8044366836547852,0.8044429421424866,7.2000000000000005e-06,7.2000000000000005e-06,0.5,0.0,0.5,0.5,0.5,776.8420956134796
1,740,86.17131805419922,0.5010416507720947,2.834437370300293,7.707950592041016,0.014824366196990013,0.7855707406997681,0.785572350025177,7.4e-06,7.4e-06,0.5,0.0,0.5,0.5,0.5,798.8402965068817
1,760,107.45088958740234,0.7094076871871948,2.8771989345550537,7.725677013397217,0.012458901852369308,0.7876956462860107,0.7876899838447571,7.600000000000001e-06,7.600000000000001e-06,0.5,0.0,0.5,0.5,0.5,819.6482172012329
1,780,93.41939544677734,0.5808965563774109,2.774016857147217,7.576165199279785,0.013403917662799358,0.8047459125518799,0.8047325611114502,7.800000000000002e-06,7.800000000000002e-06,0.5,0.0,0.5,0.5,0.5,840.9762270450592
1,800,87.33268737792969,0.5268174409866333,2.6980273723602295,7.657223224639893,0.013442362658679485,0.7988709211349487,0.7988771200180054,8.000000000000001e-06,8.000000000000001e-06,0.5,0.0,0.5,0.5,0.5,861.8197755813599
1,820,87.2783203125,0.5308871269226074,2.6647884845733643,7.529762268066406,0.01195316482335329,0.8077828288078308,0.8077893853187561,8.2e-06,8.2e-06,0.5,0.0,0.5,0.5,0.5,883.4770367145538
1,840,103.74846649169922,0.6740573644638062,2.882772445678711,7.498320579528809,0.016683978959918022,0.8217335939407349,0.8217397332191467,8.400000000000001e-06,8.400000000000001e-06,0.5,0.0,0.5,0.5,0.5,904.2351703643799
1,860,89.14340209960938,0.5385262966156006,2.7882838249206543,7.3926615715026855,0.015263086184859276,0.8034480810165405,0.8034530878067017,8.6e-06,8.6e-06,0.5,0.0,0.5,0.5,0.5,925.5461127758026
1,880,97.73553466796875,0.6311705112457275,2.718759536743164,7.416325569152832,0.014562783762812614,0.8124939799308777,0.8125200867652893,8.8e-06,8.8e-06,0.5,0.0,0.5,0.5,0.5,946.5642638206482
1,900,113.02336120605469,0.7659423351287842,2.899723768234253,7.418857574462891,0.01303312461823225,0.8059713244438171,0.8059529662132263,9e-06,9e-06,0.5,0.0,0.5,0.5,0.5,967.4963014125824
1,920,104.63894653320312,0.6997808218002319,2.7320125102996826,7.328692436218262,0.012057416141033173,0.7862083911895752,0.7861423492431641,9.200000000000002e-06,9.200000000000002e-06,0.5,0.0,0.5,0.5,0.5,989.6612379550934
1,940,97.21500396728516,0.6283086538314819,2.706977367401123,7.302392482757568,0.011979280970990658,0.7823923230171204,0.7823999524116516,9.4e-06,9.4e-06,0.5,0.0,0.5,0.5,0.5,1010.4811956882477
1,960,123.17572784423828,0.8836137056350708,2.7491674423217773,7.3062968254089355,0.01638246513903141,0.8031558394432068,0.8031628131866455,9.600000000000001e-06,9.600000000000001e-06,0.5,0.0,0.5,0.5,0.5,1031.8886528015137
1,980,108.34363555908203,0.7522792816162109,2.5683536529541016,7.417382717132568,0.0147888557985425,0.7769727110862732,0.7769818902015686,9.800000000000001e-06,9.800000000000001e-06,0.5,0.0,0.5,0.5,0.5,1053.0385348796844
1,1000,96.81265258789062,0.630239725112915,2.6545121669769287,7.2285966873168945,0.014958192594349384,0.8018816113471985,0.8018832206726074,1e-05,1e-05,0.5,0.0,0.5,0.5,0.5,1074.0255546569824
1,1020,82.47718048095703,0.48421069979667664,2.6765666007995605,7.277072429656982,0.01337693352252245,0.8224595189094543,0.8225734233856201,9.999989079487085e-06,9.999989079487085e-06,0.5,0.0,0.5,0.5,0.5,1095.2459876537323
1,1040,72.90597534179688,0.4124063551425934,2.455115795135498,7.098544120788574,0.015637073665857315,0.8010430335998535,0.8010293841362,9.999956318001344e-06,9.999956318001344e-06,0.5,0.0,0.5,0.5,0.5,1116.240626335144
1,1060,112.07351684570312,0.7885556221008301,2.6314597129821777,6.886477470397949,0.016882294788956642,0.7817397713661194,0.7817326188087463,9.999901715701785e-06,9.999901715701785e-06,0.5,0.0,0.5,0.5,0.5,1138.6673426628113
1,1080,90.23269653320312,0.5890928506851196,2.44840669631958,6.82406759262085,0.015275737270712852,0.8138033151626587,0.813793420791626,9.999825272853424e-06,9.999825272853424e-06,0.5,0.0,0.5,0.5,0.5,1159.6727938652039
1,1100,78.13983154296875,0.47104358673095703,2.4076342582702637,6.9435930252075195,0.015536903403699398,0.7958225011825562,0.7958139777183533,9.999726989827282e-06,9.999726989827282e-06,0.5,0.0,0.5,0.5,0.5,1181.5466368198395
1,1120,92.66962432861328,0.6101611256599426,2.456599235534668,7.070082664489746,0.01743459701538086,0.7930917143821716,0.7930960059165955,9.99960686710038e-06,9.99960686710038e-06,0.5,0.0,0.5,0.5,0.5,1201.8746964931488
1,1140,99.28021240234375,0.6818103194236755,2.4278056621551514,6.806954383850098,0.014168010093271732,0.8110763430595398,0.8110768795013428,9.999464905255745e-06,9.999464905255745e-06,0.5,0.0,0.5,0.5,0.5,1222.896324634552
1,1160,95.35353088378906,0.6617296934127808,2.2317309379577637,6.84588623046875,0.0173643808811903,0.8175575137138367,0.8175407648086548,9.999301104982392e-06,9.999301104982392e-06,0.5,0.0,0.5,0.5,0.5,1244.0333316326141
1,1180,111.58255004882812,0.8079343438148499,2.385803699493408,6.916599750518799,0.014469709247350693,0.7952399253845215,0.7952401041984558,9.99911546707534e-06,9.99911546707534e-06,0.5,0.0,0.5,0.5,0.5,1264.999830007553
1,1200,60.008243560791016,0.32178574800491333,2.0997257232666016,6.819484233856201,0.012929500080645084,0.7936610579490662,0.7936563491821289,9.998907992435593e-06,9.998907992435593e-06,0.5,0.0,0.5,0.5,0.5,1286.466191291809
1,1220,82.61039733886719,0.5353240370750427,2.237337112426758,6.688684940338135,0.015940962359309196,0.8173272013664246,0.8173196911811829,9.99867868207014e-06,9.99867868207014e-06,0.5,0.0,0.5,0.5,0.5,1307.015005350113
1,1240,84.68766021728516,0.5442582964897156,2.353929042816162,6.709738254547119,0.012804866768419743,0.7959574460983276,0.7959538102149963,9.998427537091955e-06,9.998427537091955e-06,0.5,0.0,0.5,0.5,0.5,1329.173660993576
1,1260,82.72198486328125,0.5507569313049316,2.077737808227539,6.854907035827637,0.014005440287292004,0.8070871829986572,0.8070695400238037,9.998154558719984e-06,9.998154558719984e-06,0.5,0.0,0.5,0.5,0.5,1349.6567704677582
1,1280,70.8204345703125,0.4067882299423218,2.3465914726257324,6.662416934967041,0.013281899504363537,0.7992073893547058,0.7992143630981445,9.997859748279145e-06,9.997859748279145e-06,0.5,0.0,0.5,0.5,0.5,1371.3462717533112
1,1300,86.18008422851562,0.5850926041603088,2.1153640747070312,6.505391597747803,0.011787045747041702,0.7927983999252319,0.7927790880203247,9.99754310720032e-06,9.99754310720032e-06,0.5,0.0,0.5,0.5,0.5,1392.195402622223
1,1320,58.258052825927734,0.2932068705558777,2.2315587997436523,6.603738307952881,0.018040163442492485,0.8043100237846375,0.8043369650840759,9.997204637020343e-06,9.997204637020343e-06,0.5,0.0,0.5,0.5,0.5,1413.7026619911194
1,1340,93.55329132080078,0.6488690376281738,2.1983439922332764,6.6691389083862305,0.013811660930514336,0.8030586838722229,0.8030518889427185,9.996844339382001e-06,9.996844339382001e-06,0.5,0.0,0.5,0.5,0.5,1434.6972665786743
1,1360,66.12325286865234,0.37621474266052246,2.206249713897705,6.424903392791748,0.014380904845893383,0.8090490102767944,0.8091919422149658,9.996462216034021e-06,9.996462216034021e-06,0.5,0.0,0.5,0.5,0.5,1455.4926834106445
1,1380,85.62603759765625,0.5811620950698853,2.108724594116211,6.406200885772705,0.016373781487345695,0.801374077796936,0.8013619184494019,9.996058268831064e-06,9.996058268831064e-06,0.5,0.0,0.5,0.5,0.5,1477.0206279754639
1,1400,81.6046371459961,0.5462095141410828,2.0611188411712646,6.357236385345459,0.015257664956152439,0.799237072467804,0.7992465496063232,9.99563249973371e-06,9.99563249973371e-06,0.5,0.0,0.5,0.5,0.5,1497.2090198993683
1,1420,65.26277160644531,0.3927255868911743,1.9473689794540405,6.503307342529297,0.01321078184992075,0.818541407585144,0.8185297250747681,9.995184910808455e-06,9.995184910808455e-06,0.5,0.0,0.5,0.5,0.5,1519.1677503585815
1,1440,78.24906158447266,0.5152704119682312,2.0401439666748047,6.305209636688232,0.015374278649687767,0.8151257038116455,0.815110445022583,9.9947155042277e-06,9.9947155042277e-06,0.5,0.0,0.5,0.5,0.5,1539.5724029541016
1,1460,77.40188598632812,0.4935871362686157,2.1621201038360596,6.406091690063477,0.015875259414315224,0.7789689898490906,0.7789723873138428,9.994224282269737e-06,9.994224282269737e-06,0.5,0.0,0.5,0.5,0.5,1561.5143239498138
1,1480,77.95577239990234,0.5062386989593506,2.0871031284332275,6.448616027832031,0.012250116094946861,0.8053432703018188,0.8053361177444458,9.993711247318747e-06,9.993711247318747e-06,0.5,0.0,0.5,0.5,0.5,1582.669916152954
1,1500,68.72210693359375,0.43482649326324463,1.902227759361267,6.201809883117676,0.015365585684776306,0.8096418976783752,0.8096535205841064,9.993176401864772e-06,9.993176401864772e-06,0.5,0.0,0.5,0.5,0.5,1603.441755771637
1,1520,71.92325592041016,0.4488913118839264,2.0823159217834473,6.195523262023926,0.01543822418898344,0.8063995242118835,0.8063434958457947,9.992619748503719e-06,9.992619748503719e-06,0.5,0.0,0.5,0.5,0.5,1624.6768214702606
1,1540,71.25787353515625,0.45879554748535156,1.9118149280548096,6.242807865142822,0.017361562699079514,0.7921159267425537,0.7921249866485596,9.992041289937337e-06,9.992041289937337e-06,0.5,0.0,0.5,0.5,0.5,1645.3558542728424
1,1560,92.76427459716797,0.6569226980209351,2.0801329612731934,6.2593841552734375,0.011294626630842686,0.811384916305542,0.8113749623298645,9.991441028973214e-06,9.991441028973214e-06,0.5,0.0,0.5,0.5,0.5,1667.7671144008636
1,1580,70.35104370117188,0.4372137188911438,2.03425931930542,6.2711992263793945,0.015878792852163315,0.809838056564331,0.8098381757736206,9.99081896852475e-06,9.99081896852475e-06,0.5,0.0,0.5,0.5,0.5,1688.2899448871613
1,1600,74.31838989257812,0.4831951856613159,1.979825496673584,6.183689117431641,0.01692374050617218,0.7874922752380371,0.7874757647514343,9.990175111611154e-06,9.990175111611154e-06,0.5,0.0,0.5,0.5,0.5,1709.9736459255219
1,1620,69.70404815673828,0.43482863903045654,1.996159315109253,6.244175434112549,0.015409865416586399,0.806441605091095,0.8064459562301636,9.989509461357428e-06,9.989509461357428e-06,0.5,0.0,0.5,0.5,0.5,1730.541959285736
1,1640,68.42790222167969,0.42773014307022095,1.959186315536499,6.045139312744141,0.017881520092487335,0.776258647441864,0.7762806415557861,9.98882202099434e-06,9.98882202099434e-06,0.5,0.0,0.5,0.5,0.5,1752.13276553154
1,1660,62.25400924682617,0.35961341857910156,2.009727954864502,6.180685520172119,0.01470176037400961,0.8071485161781311,0.8071392774581909,9.988112793858431e-06,9.988112793858431e-06,0.5,0.0,0.5,0.5,0.5,1773.174682855606
1,1680,77.7322998046875,0.5166008472442627,1.994590163230896,6.109129428863525,0.017183968797326088,0.7725511789321899,0.7725698947906494,9.987381783391975e-06,9.987381783391975e-06,0.5,0.0,0.5,0.5,0.5,1793.9246890544891
1,1700,57.73097610473633,0.3326651453971863,1.8298814296722412,6.1472296714782715,0.018418196588754654,0.7922497391700745,0.7922573685646057,9.986628993142976e-06,9.986628993142976e-06,0.5,0.0,0.5,0.5,0.5,1815.6599130630493
1,1720,72.57389068603516,0.469676673412323,1.9309720993041992,6.282004356384277,0.014493349008262157,0.8103253841400146,0.8103138208389282,9.985854426765148e-06,9.985854426765148e-06,0.5,0.0,0.5,0.5,0.5,1836.1906425952911
1,1740,67.32356262207031,0.43439677357673645,1.763964056968689,6.229088306427002,0.015148595906794071,0.794643759727478,0.7946377396583557,9.985058088017898e-06,9.985058088017898e-06,0.5,0.0,0.5,0.5,0.5,1857.5760343074799
1,1760,84.94390106201172,0.5977780818939209,1.9114654064178467,6.036735534667969,0.014701655134558678,0.7933850288391113,0.7933931946754456,9.9842399807663e-06,9.9842399807663e-06,0.5,0.0,0.5,0.5,0.5,1878.6230177879333
1,1780,52.34965515136719,0.28693443536758423,1.7576987743377686,6.060073375701904,0.019149115309119225,0.7772974967956543,0.7772799730300903,9.983400108981094e-06,9.983400108981094e-06,0.5,0.0,0.5,0.5,0.5,1899.7675189971924
1,1800,71.89282989501953,0.4755100607872009,1.8517708778381348,5.806900501251221,0.017217829823493958,0.7971280813217163,0.797127366065979,9.982538476738646e-06,9.982538476738646e-06,0.5,0.0,0.5,0.5,0.5,1921.126678943634
1,1820,83.0614013671875,0.5836028456687927,1.8746821880340576,5.934329986572266,0.019970877096056938,0.7791733145713806,0.7791808247566223,9.98165508822094e-06,9.98165508822094e-06,0.5,0.0,0.5,0.5,0.5,1942.3011982440948
1,1840,48.92280197143555,0.24283933639526367,1.8820748329162598,5.803144454956055,0.014972953125834465,0.8137878179550171,0.8137756586074829,9.980749947715557e-06,9.980749947715557e-06,0.5,0.0,0.5,0.5,0.5,1963.3752579689026
1,1860,70.41065979003906,0.44621542096138,1.9753565788269043,6.018536567687988,0.01701176166534424,0.8028546571731567,0.8028547167778015,9.979823059615653e-06,9.979823059615653e-06,0.5,0.0,0.5,0.5,0.5,1983.9312853813171
1,1880,71.75747680664062,0.46330127120018005,1.9519256353378296,5.891229629516602,0.01687074825167656,0.813531756401062,0.8135315775871277,9.978874428419936e-06,9.978874428419936e-06,0.5,0.0,0.5,0.5,0.5,2006.524228811264
1,1900,73.56910705566406,0.47776639461517334,2.003371000289917,5.741818428039551,0.016934745013713837,0.8129703402519226,0.8129499554634094,9.977904058732645e-06,9.977904058732645e-06,0.5,0.0,0.5,0.5,0.5,2027.4088094234467
1,1920,71.56652069091797,0.46293118596076965,1.9244612455368042,6.0109028816223145,0.017893722280859947,0.8072537183761597,0.8072411417961121,9.976911955263528e-06,9.976911955263528e-06,0.5,0.0,0.5,0.5,0.5,2048.5937056541443
1,1940,60.35475540161133,0.3474654257297516,1.983809232711792,5.753913879394531,0.016206491738557816,0.8001729846000671,0.8001452684402466,9.975898122827822e-06,9.975898122827822e-06,0.5,0.0,0.5,0.5,0.5,2069.3598811626434
1,1960,72.08740234375,0.47679901123046875,1.8621294498443604,5.767947196960449,0.018265441060066223,0.8063299059867859,0.8063196539878845,9.974862566346225e-06,9.974862566346225e-06,0.5,0.0,0.5,0.5,0.5,2090.648459672928
1,1980,63.08880615234375,0.387335866689682,1.872878909111023,5.608085632324219,0.01834924891591072,0.8083138465881348,0.8083226084709167,9.973805290844871e-06,9.973805290844871e-06,0.5,0.0,0.5,0.5,0.5,2111.6787745952606
1,2000,76.94022369384766,0.5212286710739136,1.8994731903076172,5.804036617279053,0.018586711958050728,0.7986735701560974,0.7986291646957397,9.972726301455314e-06,9.972726301455314e-06,0.5,0.0,0.5,0.5,0.5,2132.483950138092
1,2020,60.003990173339844,0.3671628534793854,1.7250127792358398,6.019169807434082,0.018407419323921204,0.8039901852607727,0.8039997816085815,9.971625603414492e-06,9.971625603414492e-06,0.5,0.0,0.5,0.5,0.5,2154.6312930583954
1,2040,56.62386703491211,0.3244256377220154,1.8199114799499512,5.965247631072998,0.01694166660308838,0.8197804093360901,0.8197886347770691,9.970503202064716e-06,9.970503202064716e-06,0.5,0.0,0.5,0.5,0.5,2175.111946105957
1,2060,86.56653594970703,0.6114604473114014,1.953566312789917,5.864079475402832,0.02074434608221054,0.7926350831985474,0.7926363348960876,9.969359102853624e-06,9.969359102853624e-06,0.5,0.0,0.5,0.5,0.5,2196.470283985138
1,2080,68.37806701660156,0.4463554620742798,1.8079094886779785,5.64715576171875,0.01626594364643097,0.8065381050109863,0.8065336346626282,9.968193311334176e-06,9.968193311334176e-06,0.5,0.0,0.5,0.5,0.5,2219.466684103012
1,2100,72.13086700439453,0.4811844825744629,1.841184139251709,5.584714412689209,0.015864674001932144,0.8231156468391418,0.8231147527694702,9.96700583316461e-06,9.96700583316461e-06,0.5,0.0,0.5,0.5,0.5,2240.533271789551
1,2120,56.33343505859375,0.31891652941703796,1.8459327220916748,5.960979461669922,0.021474681794643402,0.7934281229972839,0.7934226989746094,9.965796674108424e-06,9.965796674108424e-06,0.5,0.0,0.5,0.5,0.5,2261.9984097480774
1,2140,74.8528060913086,0.49923521280288696,1.9216785430908203,5.6924519538879395,0.020046254619956017,0.7863843441009521,0.786386251449585,9.964565840034348e-06,9.964565840034348e-06,0.5,0.0,0.5,0.5,0.5,2282.952953338623
1,2160,68.37723541259766,0.4355171322822571,1.8879480361938477,5.928375720977783,0.01766987331211567,0.7859147787094116,0.7859178781509399,9.963313336916307e-06,9.963313336916307e-06,0.5,0.0,0.5,0.5,0.5,2305.0037257671356
1,2180,48.803070068359375,0.25404682755470276,1.774071216583252,5.642204284667969,0.015472451224923134,0.7916790246963501,0.791680634021759,9.962039170833407e-06,9.962039170833407e-06,0.5,0.0,0.5,0.5,0.5,2326.037889480591
1,2200,56.78850173950195,0.3219500482082367,1.905985713005066,5.514294624328613,0.01934683322906494,0.8168192505836487,0.8168004155158997,9.960743347969885e-06,9.960743347969885e-06,0.5,0.0,0.5,0.5,0.5,2347.5489234924316
1,2220,55.69081115722656,0.3192581236362457,1.8037984371185303,5.7090559005737305,0.01795722357928753,0.8067719340324402,0.806782603263855,9.9594258746151e-06,9.9594258746151e-06,0.5,0.0,0.5,0.5,0.5,2369.420623779297
1,2240,72.09674835205078,0.48680609464645386,1.7834556102752686,5.560241222381592,0.02133597619831562,0.7969014048576355,0.7969186902046204,9.958086757163489e-06,9.958086757163489e-06,0.5,0.0,0.5,0.5,0.5,2390.8085861206055
1,2260,65.5183334350586,0.4214410185813904,1.7828950881958008,5.526456832885742,0.018821576610207558,0.7927255034446716,0.7927274107933044,9.956726002114542e-06,9.956726002114542e-06,0.5,0.0,0.5,0.5,0.5,2414.0342650413513
1,2280,67.11923217773438,0.41633340716362,1.990759253501892,5.5636773109436035,0.01462319865822792,0.7981371879577637,0.7981510162353516,9.955343616072765e-06,9.955343616072765e-06,0.5,0.0,0.5,0.5,0.5,2435.586701154709
1,2300,63.87849044799805,0.41531431674957275,1.6974639892578125,5.353046417236328,0.019371766597032547,0.8162201046943665,0.8162136673927307,9.953939605747655e-06,9.953939605747655e-06,0.5,0.0,0.5,0.5,0.5,2456.8677043914795
1,2320,61.19244384765625,0.36706632375717163,1.8990730047225952,5.473919868469238,0.021164964884519577,0.794914186000824,0.7949283719062805,9.95251397795366e-06,9.95251397795366e-06,0.5,0.0,0.5,0.5,0.5,2478.2082567214966
1,2340,77.67767333984375,0.5540812015533447,1.6811323165893555,5.4399261474609375,0.018301278352737427,0.8008276224136353,0.8008463382720947,9.951066739610154e-06,9.951066739610154e-06,0.5,0.0,0.5,0.5,0.5,2499.7562084198
1,2360,63.73838806152344,0.39162755012512207,1.8989757299423218,5.569674015045166,0.01620226725935936,0.7816519141197205,0.7816470861434937,9.949597897741397e-06,9.949597897741397e-06,0.5,0.0,0.5,0.5,0.5,2520.4992446899414
1,2380,58.06116485595703,0.34753161668777466,1.7735923528671265,5.553073883056641,0.019005944952368736,0.8044408559799194,0.8044230341911316,9.948107459476502e-06,9.948107459476502e-06,0.5,0.0,0.5,0.5,0.5,2542.2778997421265
